Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
830674400,KARNATAKA STATE LOCAL ACTS,,"MMRD (Mines & Minerals Regulation Development) Act 1957",14,Aug-20
735503461,KARNATAKA STATE LOCAL ACTS,,Karnataka Treasure Trove Act 1962,0,Aug-20
360926809,KARNATAKA STATE LOCAL ACTS,,"Karnataka Prohibition of Charging ExorbitantInterest Act 2004",6,Aug-20
412512512,KARNATAKA STATE LOCAL ACTS,,"Karnataka Ayurvedic And Unani Pract. Regis. &Medical Prac. Misc. Prov. Act",0,Aug-20
878903700,KARNATAKA STATE LOCAL ACTS,,Other Local Acts,25,Aug-20
155404290,CYBER CRIME,,Others,nan,Aug-20
236473363,CYBER CRIME,,"Information Technology Act 2000, 2009",1153,Aug-20
338988060,NATIONAL SECURITY ACT,,Others,0,Aug-20
994136025,POCSO,,Others,nan,Aug-20
494966361,POCSO,,Custodial Rape,0,Aug-20
186523214,POCSO,,Gang Rape,0,Aug-20
925487089,POCSO,,Rape,110,Aug-20
925642658,POCSO,,Others,43,Aug-20
741323583,Murder ,Sec.302/303 IPC,Others,72,Jan-20
222064279,Murder ,Sec.302/303 IPC,For gain,3,Jan-20
463389002,Murder ,Sec.302/303 IPC,Over Property Dispute,1,Jan-20
766080656,Murder ,Sec.302/303 IPC,Due to Personal Vendetta or enemity,3,Jan-20
737856017,Murder ,Sec.302/303 IPC,Due to Sexual jealousy,1,Jan-20
225676502,Murder ,Sec.302/303 IPC,For dowry by burning,0,Jan-20
979295142,Murder ,Sec.302/303 IPC,For dowry by other means,1,Jan-20
772120941,Murder ,Sec.302/303 IPC,Due to Communalism,0,Jan-20
738966307,Murder ,Sec.302/303 IPC,Due to Casteism,0,Jan-20
555754768,Murder ,Sec.302/303 IPC,Witch Craft (Sorcery),0,Jan-20
445351260,Murder ,Sec.302/303 IPC,For Human Sacrifice,0,Jan-20
989574862,Murder ,Sec.302/303 IPC,Due to Terrorism/Naxalism / Extremism,0,Jan-20
655235221,Murder ,Sec.302/303 IPC,For Political Reasons,0,Jan-20
600442339,Murder ,Sec.302/303 IPC,Due to Adultery,1,Jan-20
435582571,Murder ,Sec.302/303 IPC,Civil Disputes,3,Jan-20
982698195,Murder ,Sec.302/303 IPC,Electoral Gain,0,Jan-20
367287489,Murder ,Sec.302/303 IPC,Gang Rivalry,0,Jan-20
138099430,Murder ,Sec.302/303 IPC,Love Intrigue,2,Jan-20
821147125,Murder ,Sec.302/303 IPC,Professional,0,Jan-20
349358697,Murder ,Sec.302/303 IPC,Psychopathic/Serial Killer/Lunacy,0,Jan-20
498428033,Murder ,Sec.302/303 IPC,Rape with Murder,0,Jan-20
689230016,Murder ,Sec.302/303 IPC,Revenge/Enemity,5,Jan-20
507166616,Murder ,Sec.302/303 IPC,Sudden Quarrel,7,Jan-20
476781792,Murder ,Sec.302/303 IPC,Village Dispute,0,Jan-20
223366591,Murder ,Sec.302/303 IPC,Custodial,0,Jan-20
279429012,ATTEMPT TO MURDER ,Sec. 307 IPC,Others,111,Jan-20
560370452,ATTEMPT TO MURDER ,Sec. 307 IPC,For Gain,4,Jan-20
603911436,ATTEMPT TO MURDER ,Sec. 307 IPC,Over Property Dispute,4,Jan-20
987953059,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Personal Vendetta or enemity,26,Jan-20
548320820,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Sexual jealousy,2,Jan-20
784077659,ATTEMPT TO MURDER ,Sec. 307 IPC,For Dowry other Means,2,Jan-20
332467949,ATTEMPT TO MURDER ,Sec. 307 IPC,Dowry By Burning,0,Jan-20
508983023,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Communalism,0,Jan-20
379436769,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Casteism,0,Jan-20
822879683,ATTEMPT TO MURDER ,Sec. 307 IPC,Witch Craft (Sorcery),0,Jan-20
963990605,ATTEMPT TO MURDER ,Sec. 307 IPC,For Human Sacrifice,0,Jan-20
781379346,ATTEMPT TO MURDER ,Sec. 307 IPC,Terrorism /Naxalism / Extremism,0,Jan-20
799238246,ATTEMPT TO MURDER ,Sec. 307 IPC,For Political Reasons,2,Jan-20
163327290,ATTEMPT TO MURDER ,Sec. 307 IPC,Adultery,0,Jan-20
136611220,ATTEMPT TO MURDER ,Sec. 307 IPC,Electoral Gain,0,Jan-20
815974705,ATTEMPT TO MURDER ,Sec. 307 IPC,Gang Rivalry,1,Jan-20
909081247,ATTEMPT TO MURDER ,Sec. 307 IPC,Love Intrigue,2,Jan-20
116442062,ATTEMPT TO MURDER ,Sec. 307 IPC,Professional,1,Jan-20
801246056,ATTEMPT TO MURDER ,Sec. 307 IPC,Rape,0,Jan-20
283378841,ATTEMPT TO MURDER ,Sec. 307 IPC,Revenge/Enemity,15,Jan-20
770094836,ATTEMPT TO MURDER ,Sec. 307 IPC,Sudden Quarrel,19,Jan-20
645748442,ATTEMPT TO MURDER ,Sec. 307 IPC,Village Dispute,0,Jan-20
751201188,ATTEMPT TO MURDER ,Sec. 307 IPC,Civil Disputes,16,Jan-20
123839020,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Others,6,Jan-20
907529460,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Gain,0,Jan-20
893456903,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Over Civil Dispute,0,Jan-20
819408648,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Personal Vendetta or enemity,0,Jan-20
928862538,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Sexual jealousy,0,Jan-20
993252883,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Dowry,0,Jan-20
485727944,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Communalism,0,Jan-20
201076562,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Casteism,0,Jan-20
471204709,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Witch Craft (Sorcery),0,Jan-20
861085631,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Human Sacrifice,0,Jan-20
159163398,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Terrorism /Naxalism / Extremism,0,Jan-20
997814597,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Political Reasons,0,Jan-20
292714052,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Adultery,0,Jan-20
267458706,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Property Disputes,1,Jan-20
457327691,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Electoral Gain,0,Jan-20
609441700,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Gang Rivalry,0,Jan-20
203336476,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Love Intrigue,0,Jan-20
989869346,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Professional,0,Jan-20
237491328,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Sudden Quarrel,0,Jan-20
436449092,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Others,4,Jan-20
320653532,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Gain,0,Jan-20
521218055,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Over Civil Dispute,0,Jan-20
942472471,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Personal Vendetta or enemity,1,Jan-20
337645271,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Sexual jealousy,0,Jan-20
945239812,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Dowry,0,Jan-20
340147528,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Communalism,0,Jan-20
114207056,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Casteism,0,Jan-20
839915537,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Witch Craft (Sorcery),0,Jan-20
515207285,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Human Sacrifice,0,Jan-20
611904059,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Terrorism /Naxalism / Extremism,0,Jan-20
962945904,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Political Reasons,0,Jan-20
950113657,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Adultery,0,Jan-20
868570351,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Property Disputes,0,Jan-20
998789245,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Electoral Gain,0,Jan-20
108170369,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Gang Rivalry,0,Jan-20
198383337,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Love Intrigue,0,Jan-20
273461614,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Professional,0,Jan-20
655305048,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Sudden Quarrel,0,Jan-20
746259320,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Others,12,Jan-20
429653714,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Custodial Rape,0,Jan-20
385035228,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Attempt to Commit,2,Jan-20
189363286,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By a Gang,1,Jan-20
376071565,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Parents,0,Jan-20
614364348,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Hospital Staff,0,Jan-20
332442104,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Husband During Sepearation,0,Jan-20
674263641,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Neighbours,5,Jan-20
459076961,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Relatives,1,Jan-20
225163193,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Jail Custody,0,Jan-20
819981661,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Remand Home,0,Jan-20
903685735,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",InCest,0,Jan-20
747341218,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Known Person,16,Jan-20
614839198,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Unknown Person,0,Jan-20
136017396,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",On Minor,0,Jan-20
918898651,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Others,64,Jan-20
403003603,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Boy,71,Jan-20
236429962,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Girl,104,Jan-20
867001778,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Children,3,Jan-20
846525864,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Cildren for Begging,0,Jan-20
771590222,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Women,1,Jan-20
951583456,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Girls for Immoral Purpose,0,Jan-20
440778844,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of  Others,7,Jan-20
538354971,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For Prostitution,0,Jan-20
962650545,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - Importring of Girl,0,Jan-20
672662626,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For other Purpose,4,Jan-20
178598552,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Espionage,0,Jan-20
893398424,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Intent to Steal From Child,0,Jan-20
468278085,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Murder (Homicide),0,Jan-20
830172652,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Obtain Signature Forcibly,0,Jan-20
362989666,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Recovering Loan,0,Jan-20
603548421,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Settling any Disputes,0,Jan-20
137327677,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Unnatural Lust / Illicit Intercourse,0,Jan-20
960232806,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Wrongful Confinement,0,Jan-20
210809656,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Exporting,0,Jan-20
186830122,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",From Lawful Guardianship,0,Jan-20
768959300,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Camel Racing Etc.,0,Jan-20
600969586,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",To Compel For Marriage,4,Jan-20
921288156,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Slavery,0,Jan-20
201217444,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Stealing From its Person,0,Jan-20
187504566,DACOITY ,Sec. 395 to 398 IPC ,Others,nan,Jan-20
144790013,DACOITY ,Sec. 395 to 398 IPC ,At ATM,0,Jan-20
406860501,DACOITY ,Sec. 395 to 398 IPC ,At Residential Premises,2,Jan-20
544000826,DACOITY ,Sec. 395 to 398 IPC ,On Highways,8,Jan-20
790672174,DACOITY ,Sec. 395 to 398 IPC ,In Trains,0,Jan-20
938124873,DACOITY ,Sec. 395 to 398 IPC ,At Banks,0,Jan-20
397035094,DACOITY ,Sec. 395 to 398 IPC ,At Commercial Places / Establishments,3,Jan-20
443804953,DACOITY ,Sec. 395 to 398 IPC ,On Other Roads,0,Jan-20
252549699,DACOITY ,Sec. 395 to 398 IPC ,In Other Places,8,Jan-20
286598889,DACOITY ,Sec. 395 to 398 IPC ,River & Sea,0,Jan-20
208947805,Preparation And Assembly for Dacoity,,Others,35,Jan-20
898762258,Robbery ,Sec.392 to 394 IPC,Others,nan,Jan-20
904353775,Robbery ,Sec.392 to 394 IPC,At ATM,0,Jan-20
716619265,Robbery ,Sec.392 to 394 IPC,At Residential Premises,6,Jan-20
977521005,Robbery ,Sec.392 to 394 IPC,On Highways,10,Jan-20
940609021,Robbery ,Sec.392 to 394 IPC,In Trains,4,Jan-20
938199691,Robbery ,Sec.392 to 394 IPC,At Banks,1,Jan-20
765866265,Robbery ,Sec.392 to 394 IPC,At Commercial Places / Establishments,5,Jan-20
495918867,Robbery ,Sec.392 to 394 IPC,In Other Places,59,Jan-20
645603084,Robbery ,Sec.392 to 394 IPC,Chain Snatching,55,Jan-20
134174842,Robbery ,Sec.392 to 394 IPC,Attempt to Commit,7,Jan-20
438861824,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,Jan-20
893168225,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,217,Jan-20
340071879,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,0,Jan-20
558647004,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,Jan-20
379090911,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,10,Jan-20
245351185,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,48,Jan-20
852334271,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Other Places,51,Jan-20
685997619,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Temple Theft,36,Jan-20
749810313,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,Jan-20
446635365,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,77,Jan-20
564671331,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,0,Jan-20
357470101,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,Jan-20
878382363,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,0,Jan-20
793033161,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,1,Jan-20
412096285,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Other Places,5,Jan-20
710776999,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Temple Theft,0,Jan-20
387007903,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Total Burglary (Burglary Day + Burglary Night),445,Jan-20
767362414,THEFT ,Sec.379 to 389 IPC,Others,nan,Jan-20
420378535,THEFT ,Sec.379 to 389 IPC,Of Sand,111,Jan-20
911184753,THEFT ,Sec.379 to 389 IPC,Attempt to Commit,2,Jan-20
925022279,THEFT ,Sec.379 to 389 IPC,Of ATM,0,Jan-20
338236382,THEFT ,Sec.379 to 389 IPC,Communication And Elec. Wire,3,Jan-20
412309372,THEFT ,Sec.379 to 389 IPC,Of Cattle,24,Jan-20
209101231,THEFT ,Sec.379 to 389 IPC,Of Cycle,7,Jan-20
392756057,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Lorries/Trucks,13,Jan-20
747852888,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Buses,0,Jan-20
316314976,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Cars / Jeeps,28,Jan-20
317452696,THEFT ,Sec.379 to 389 IPC,Of Automobiles - Of Two Wheelers,664,Jan-20
596143594,THEFT ,Sec.379 to 389 IPC,Of Automobies - of Three Wheelers,9,Jan-20
256555686,THEFT ,Sec.379 to 389 IPC,Of Accessories of Motor Vehicle,15,Jan-20
619500829,THEFT ,Sec.379 to 389 IPC,Govt. Vehicle,0,Jan-20
175755403,THEFT ,Sec.379 to 389 IPC,"Electronic Goods (Radio, TV, VCR, Acs, OfficeAutomation Equipments)",208,Jan-20
712814880,THEFT ,Sec.379 to 389 IPC,Of Fire Arms,2,Jan-20
892341554,THEFT ,Sec.379 to 389 IPC,Of Explosives,0,Jan-20
691090092,THEFT ,Sec.379 to 389 IPC,Of Cultural - Idols,0,Jan-20
268775395,THEFT ,Sec.379 to 389 IPC,Of Cultural - Painting,0,Jan-20
770790445,THEFT ,Sec.379 to 389 IPC,Of Cultrual - Others,16,Jan-20
252814462,THEFT ,Sec.379 to 389 IPC,Cash,48,Jan-20
711340786,THEFT ,Sec.379 to 389 IPC,Jewellery,74,Jan-20
375678376,THEFT ,Sec.379 to 389 IPC,Other Items Not Included Above,88,Jan-20
426511454,THEFT ,Sec.379 to 389 IPC,In Running Train,3,Jan-20
250624405,THEFT ,Sec.379 to 389 IPC,Extortion,11,Jan-20
504854425,THEFT ,Sec.379 to 389 IPC,House Theft,100,Jan-20
457042570,THEFT ,Sec.379 to 389 IPC,Servant Theft,20,Jan-20
177257505,RIOTS ,Sec.141 to 153 IPC,Others,259,Jan-20
400691204,RIOTS ,Sec.141 to 153 IPC,Land Dispute,91,Jan-20
423533592,RIOTS ,Sec.141 to 153 IPC,Employee - Govt.,0,Jan-20
472511379,RIOTS ,Sec.141 to 153 IPC,Labour - Private Sector,0,Jan-20
560175370,RIOTS ,Sec.141 to 153 IPC,Labour - Public Sector,0,Jan-20
758854332,RIOTS ,Sec.141 to 153 IPC,Linguistic,0,Jan-20
799864601,RIOTS ,Sec.141 to 153 IPC,Political,4,Jan-20
852504467,RIOTS ,Sec.141 to 153 IPC,Regional,0,Jan-20
421007850,RIOTS ,Sec.141 to 153 IPC,Sectarian,0,Jan-20
898508766,RIOTS ,Sec.141 to 153 IPC,Students,1,Jan-20
804857090,RIOTS ,Sec.141 to 153 IPC,Tribal,0,Jan-20
659937895,RIOTS ,Sec.141 to 153 IPC,Due to Village Disputes,1,Jan-20
698224468,RIOTS ,Sec.141 to 153 IPC,Communal,0,Jan-20
389746925,RIOTS ,Sec.141 to 153 IPC,Industrial,1,Jan-20
293830568,RIOTS ,Sec.141 to 153 IPC,Caste,0,Jan-20
602196764,RIOTS ,Sec.141 to 153 IPC,Agrarian,1,Jan-20
657630469,OFFENCES AGAINST STATE ,"Sec. 121 to 130,
except 124(A) IPC",Others,0,Jan-20
247530012,OFFENCES PROMOTING ENEMITY ,"Sec. 153(A),
154(B) & 505 IPC",Others,8,Jan-20
578215795,CRIMINAL BREACH OF TRUST,,Others,42,Jan-20
281329030,CHEATING ,Sec.417 to 420 IPC,Others,472,Jan-20
474488205,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Others,0,Jan-20
930281271,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ","Stock Share, Debentrue Certificate",0,Jan-20
641807477,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Usage of Counterfeit Stamp,0,Jan-20
817290618,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Of Coins (Sec 231 to 254 IPC),0,Jan-20
628938584,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ",Of Stamps (Sec.255 to 263(A) IPC),0,Jan-20
492936234,COUNTERFEITING ,"Sec. 231 to 263 (A), 489(A)
to 489 (E) IPC ","Of Currency Notes And Bank Notes (Sec. 489 (A) to489 (E) IPC)",5,Jan-20
675630696,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Others,nan,Jan-20
604909468,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Forgery,22,Jan-20
226619826,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Organised (Racket),1,Jan-20
731676946,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Forgery of Passport,0,Jan-20
179083503,FORGERY ,"Sec. 465, 468, 471, 473, 476, 477 &
477(A) IPC",Other Forgery,13,Jan-20
299463125,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Others,nan,Jan-20
994935146,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Acid Attack (326(a)),2,Jan-20
679529178,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Attempt to Acid Attack (326(b)),1,Jan-20
320161353,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Grievous Hurt,82,Jan-20
523583913,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Simple Hurt,1105,Jan-20
291712866,CASES OF HURT ,"Sec. 323 to 335 IPC except
328, 332, 333",Custodial,0,Jan-20
243434001,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Others,0,Jan-20
827401056,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Attempt to Commit,0,Jan-20
662637055,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Alcoholic Drink (Liquor),0,Jan-20
276259100,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Cement & Chemical/Fertiliser,0,Jan-20
162024590,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Cosmetics,0,Jan-20
221892429,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Diesel,0,Jan-20
161442983,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Drug/Medicine,0,Jan-20
458722981,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Edible Oil,0,Jan-20
686843145,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Food Grain,0,Jan-20
949678001,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Kerosene,0,Jan-20
735186654,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Life Saving Drug,0,Jan-20
998158822,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Mobile Oil,0,Jan-20
617816100,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Petrol,0,Jan-20
871359216,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Petroleum Product,0,Jan-20
955720518,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Soft Drinks,0,Jan-20
746727476,ADULTERATION ,"Sec. 272, 273 to 276 IPC",Spices,0,Jan-20
531866350,AFFRAY ,Sec. 160 IPC ,Others,25,Jan-20
396941696,ARSON ,"Sec. 435, 436, 438 IPC ",Others,17,Jan-20
325762500,ARSON ,"Sec. 435, 436, 438 IPC ",Agricultural Produce,8,Jan-20
328152757,ARSON ,"Sec. 435, 436, 438 IPC ",Attemp to Commit,0,Jan-20
547793879,ARSON ,"Sec. 435, 436, 438 IPC ",Boat / Ship,0,Jan-20
992406001,ARSON ,"Sec. 435, 436, 438 IPC ",Dwelling House,4,Jan-20
840493806,ARSON ,"Sec. 435, 436, 438 IPC ",Educational Institution,0,Jan-20
120473751,ARSON ,"Sec. 435, 436, 438 IPC ",Govt. Property,1,Jan-20
147346136,ARSON ,"Sec. 435, 436, 438 IPC ",Industrial Establishment,0,Jan-20
970395085,ARSON ,"Sec. 435, 436, 438 IPC ",Place of worship,0,Jan-20
882796653,ARSON ,"Sec. 435, 436, 438 IPC ",Public Place,6,Jan-20
207300390,ARSON ,"Sec. 435, 436, 438 IPC ",Railway Property,0,Jan-20
629853545,ARSON ,"Sec. 435, 436, 438 IPC ",Vital Installation,0,Jan-20
158876990,ARSON ,"Sec. 435, 436, 438 IPC ",Warehouse (Godown),0,Jan-20
502764177,ASSAULT ,"Sec 356, 357 IPC",Others,nan,Jan-20
786303535,ASSAULT ,"Sec 356, 357 IPC",Attempt To Commit,0,Jan-20
513182602,ASSAULT ,"Sec 356, 357 IPC",On Contractor,0,Jan-20
985580163,ASSAULT ,"Sec 356, 357 IPC",On Domestic Servant,0,Jan-20
488740417,ASSAULT ,"Sec 356, 357 IPC",On Labourer,0,Jan-20
